total_qty_of_skills,skill_bivariate_distance,skills_shared_by_all,average_qty_skills,count_skill_phone,count_skill_fibre,count_skill_electricity,count_skill_modem,count_skill_network,count_skill_coding,rota_average_bivariate_distance,diff_Monday_fibre,diff_Tuesday_fibre,diff_Wednesday_fibre,diff_Thursday_fibre,diff_Friday_fibre,diff_Saturday_fibre,diff_Sunday_fibre,diff_Monday_network,diff_Tuesday_network,diff_Wednesday_network,diff_Thursday_network,diff_Friday_network,diff_Saturday_network,diff_Sunday_network,diff_Monday_coding,diff_Tuesday_coding,diff_Wednesday_coding,diff_Thursday_coding,diff_Friday_coding,diff_Saturday_coding,diff_Sunday_coding,diff_Monday_phone,diff_Tuesday_phone,diff_Wednesday_phone,diff_Thursday_phone,diff_Friday_phone,diff_Saturday_phone,diff_Sunday_phone,diff_Monday_electricity,diff_Tuesday_electricity,diff_Wednesday_electricity,diff_Thursday_electricity,diff_Friday_electricity,diff_Saturday_electricity,diff_Sunday_electricity,diff_Monday_modem,diff_Tuesday_modem,diff_Wednesday_modem,diff_Thursday_modem,diff_Friday_modem,diff_Saturday_modem,diff_Sunday_modem,control,size
5.0,2.0952380952380953,6.0,1.2857142857142858,1.0,0.0,2.0,2.0,1.0,3.0,4.761904761904762,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,True,7
5.0,2.0,6.0,1.5714285714285714,2.0,5.0,0.0,1.0,2.0,1.0,4.857142857142857,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
5.0,2.2857142857142856,6.0,1.5714285714285714,1.0,4.0,0.0,2.0,2.0,2.0,4.666666666666667,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,1.0,0.0,0.0,1.0,2.0,0.0,2.0,True,7
6.0,2.1904761904761907,6.0,1.8571428571428572,1.0,5.0,1.0,1.0,4.0,1.0,4.571428571428571,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
6.0,2.380952380952381,6.0,1.4285714285714286,1.0,3.0,1.0,1.0,2.0,2.0,2.2857142857142856,3.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True,7
6.0,2.4761904761904763,6.0,1.5714285714285714,1.0,3.0,1.0,1.0,2.0,3.0,4.380952380952381,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True,7
5.0,1.9047619047619047,6.0,1.1428571428571428,0.0,3.0,1.0,1.0,1.0,2.0,4.380952380952381,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True,7
6.0,2.380952380952381,6.0,1.4285714285714286,2.0,3.0,1.0,2.0,1.0,1.0,4.666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,True,7
6.0,2.5714285714285716,6.0,1.5714285714285714,1.0,3.0,2.0,2.0,2.0,1.0,3.142857142857143,3.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,True,7
6.0,2.1904761904761907,6.0,1.2857142857142858,1.0,3.0,1.0,1.0,1.0,2.0,4.380952380952381,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
6.0,2.5714285714285716,6.0,1.7142857142857142,2.0,4.0,1.0,1.0,2.0,2.0,4.380952380952381,2.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True,7
6.0,2.1904761904761907,6.0,1.2857142857142858,1.0,3.0,2.0,1.0,1.0,1.0,4.380952380952381,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True,7
6.0,2.380952380952381,6.0,1.5714285714285714,1.0,4.0,1.0,2.0,2.0,1.0,4.380952380952381,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,True,7
5.0,2.380952380952381,6.0,1.5714285714285714,1.0,3.0,3.0,0.0,2.0,2.0,5.142857142857143,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,,,,,,,,True,7
6.0,2.4761904761904763,6.0,1.7142857142857142,1.0,4.0,1.0,1.0,3.0,2.0,3.619047619047619,1.0,0.0,0.0,3.0,4.0,2.0,4.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
5.0,2.2857142857142856,6.0,1.4285714285714286,0.0,3.0,2.0,2.0,2.0,1.0,5.142857142857143,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,True,7
5.0,2.4761904761904763,6.0,1.8571428571428572,2.0,3.0,0.0,1.0,3.0,4.0,4.190476190476191,2.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True,7
4.0,2.1904761904761907,6.0,1.5714285714285714,0.0,3.0,2.0,0.0,3.0,3.0,4.571428571428571,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,2.0,2.0,,,,,,,,True,7
6.0,2.1904761904761907,6.0,1.2857142857142858,2.0,1.0,1.0,1.0,1.0,3.0,3.4285714285714284,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
4.0,2.1904761904761907,6.0,1.5714285714285714,2.0,3.0,0.0,0.0,3.0,3.0,5.142857142857143,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,,,,,,,,,,,,,,,True,7
6.0,2.2857142857142856,6.0,1.2857142857142858,1.0,2.0,1.0,2.0,1.0,2.0,4.571428571428571,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,True,7
6.0,2.5714285714285716,6.0,1.5714285714285714,2.0,2.0,3.0,1.0,2.0,1.0,3.8095238095238093,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
5.0,2.2857142857142856,6.0,1.5714285714285714,0.0,3.0,1.0,1.0,3.0,3.0,3.619047619047619,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
6.0,2.380952380952381,6.0,1.4285714285714286,1.0,2.0,3.0,1.0,2.0,1.0,5.142857142857143,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True,7
5.0,2.1904761904761907,6.0,1.5714285714285714,1.0,4.0,0.0,1.0,2.0,3.0,4.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
6.0,2.380952380952381,6.0,1.4285714285714286,1.0,3.0,1.0,1.0,2.0,2.0,4.285714285714286,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True,7
5.0,2.380952380952381,6.0,1.5714285714285714,0.0,3.0,1.0,3.0,2.0,2.0,3.4285714285714284,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,True,7
5.0,1.9047619047619047,6.0,1.1428571428571428,1.0,1.0,2.0,1.0,0.0,3.0,3.4285714285714284,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,2.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
4.0,1.9047619047619047,6.0,1.2857142857142858,0.0,3.0,3.0,2.0,1.0,0.0,4.857142857142857,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,True,7
5.0,2.0952380952380953,6.0,1.4285714285714286,2.0,1.0,0.0,2.0,1.0,4.0,4.571428571428571,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,,2.0,0.0,0.0,0.0,2.0,2.0,2.0,True,7
6.0,2.761904761904762,6.0,1.7142857142857142,2.0,3.0,1.0,2.0,2.0,2.0,3.619047619047619,3.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,True,7
6.0,2.380952380952381,6.0,1.4285714285714286,1.0,2.0,1.0,1.0,2.0,3.0,4.857142857142857,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
6.0,1.9047619047619047,6.0,1.4285714285714286,1.0,5.0,1.0,1.0,1.0,1.0,4.857142857142857,2.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
6.0,2.1904761904761907,6.0,1.2857142857142858,1.0,3.0,1.0,1.0,1.0,2.0,4.857142857142857,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
5.0,1.9047619047619047,6.0,1.8571428571428572,1.0,6.0,0.0,1.0,3.0,2.0,4.666666666666667,3.0,0.0,0.0,1.0,4.0,2.0,4.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True,7
6.0,2.4761904761904763,6.0,1.4285714285714286,2.0,2.0,2.0,2.0,1.0,1.0,1.7142857142857142,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,True,7
5.0,2.0952380952380953,6.0,1.2857142857142858,1.0,3.0,2.0,0.0,1.0,2.0,3.619047619047619,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,,,,,,,,True,7
6.0,2.1904761904761907,6.0,1.2857142857142858,1.0,2.0,3.0,1.0,1.0,1.0,5.142857142857143,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True,7
6.0,2.380952380952381,6.0,1.5714285714285714,1.0,4.0,2.0,1.0,2.0,1.0,4.190476190476191,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
6.0,2.2857142857142856,6.0,1.2857142857142858,1.0,2.0,2.0,2.0,1.0,1.0,4.571428571428571,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,7
5.0,2.0952380952380953,6.0,1.2857142857142858,1.0,1.0,2.0,3.0,0.0,2.0,4.761904761904762,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True,7
5.0,2.2857142857142856,6.0,1.5714285714285714,1.0,4.0,2.0,2.0,2.0,0.0,5.142857142857143,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,True,7
6.0,2.1904761904761907,6.0,1.7142857142857142,1.0,5.0,1.0,1.0,3.0,1.0,5.0476190476190474,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True,7
6.0,2.380952380952381,6.0,1.5714285714285714,1.0,2.0,1.0,1.0,2.0,4.0,5.0476190476190474,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
5.0,2.0,6.0,1.2857142857142858,1.0,1.0,3.0,0.0,1.0,3.0,4.380952380952381,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,,,,,,,,True,7
6.0,2.380952380952381,6.0,1.4285714285714286,1.0,2.0,1.0,2.0,1.0,3.0,4.666666666666667,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,7
6.0,2.4761904761904763,6.0,1.7142857142857142,2.0,4.0,1.0,1.0,3.0,1.0,4.857142857142857,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
5.0,2.2857142857142856,6.0,1.5714285714285714,1.0,4.0,2.0,2.0,2.0,0.0,4.380952380952381,2.0,0.0,0.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,True,7
4.0,1.8095238095238095,6.0,1.1428571428571428,0.0,2.0,1.0,3.0,0.0,2.0,4.285714285714286,1.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,,1.0,0.0,0.0,1.0,2.0,0.0,2.0,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,True,7
5.0,2.0952380952380953,6.0,1.2857142857142858,2.0,2.0,1.0,0.0,1.0,3.0,1.1428571428571428,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,True,7
6.0,2.380952380952381,6.0,1.4285714285714286,1.0,3.0,2.0,1.0,2.0,1.0,4.666666666666667,3.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
5.0,2.380952380952381,6.0,1.5714285714285714,1.0,3.0,0.0,2.0,2.0,3.0,4.761904761904762,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,7
6.0,2.0952380952380953,6.0,1.1428571428571428,1.0,2.0,2.0,1.0,1.0,1.0,4.857142857142857,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
5.0,2.0952380952380953,6.0,1.4285714285714286,1.0,4.0,2.0,0.0,1.0,2.0,4.285714285714286,1.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,,,,,,,,True,7
4.0,1.9047619047619047,6.0,1.4285714285714286,0.0,4.0,0.0,1.0,2.0,3.0,4.857142857142857,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True,7
5.0,2.4761904761904763,6.0,1.7142857142857142,1.0,3.0,0.0,3.0,2.0,3.0,4.666666666666667,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
5.0,2.4761904761904763,6.0,1.5714285714285714,2.0,3.0,2.0,0.0,2.0,2.0,4.666666666666667,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,,True,7
6.0,2.2857142857142856,6.0,1.2857142857142858,1.0,2.0,1.0,2.0,1.0,2.0,4.285714285714286,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,True,7
6.0,2.380952380952381,6.0,1.4285714285714286,1.0,2.0,1.0,1.0,2.0,3.0,4.761904761904762,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,7
6.0,2.4761904761904763,6.0,1.4285714285714286,1.0,2.0,2.0,2.0,1.0,2.0,4.857142857142857,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,True,7
5.0,1.9047619047619047,6.0,1.1428571428571428,0.0,3.0,1.0,1.0,1.0,2.0,5.0476190476190474,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True,7
